id,image_label,tool_label
AugT7R6B24,sharp,1
AugT7R6B30,sharp,1
AugT7R6B31,sharp,1
AugT7R6B32,sharp,1
AugT7R6B33,sharp,1
AugT7R6B34,sharp,1
AugT7R6B40,sharp,1
AugT7R6B41,sharp,1
AugT7R6B42,sharp,1
AugT7R6B43,sharp,1
AugT7R6B44,sharp,1
AugT7R7B10,sharp,1
AugT7R7B11,sharp,1
AugT7R7B12,sharp,1
AugT7R7B13,sharp,1
AugT7R7B14,sharp,1
AugT7R7B20,used,1
AugT7R7B21,used,1
AugT7R7B22,used,1
AugT7R7B23,used,1
AugT7R7B24,used,1
AugT7R7B30,sharp,1
AugT7R7B31,sharp,1
AugT7R7B32,sharp,1
AugT7R7B33,sharp,1
AugT7R7B34,sharp,1
AugT7R7B40,sharp,1
AugT7R7B41,sharp,1
AugT7R7B42,sharp,1
AugT7R7B43,sharp,1
AugT7R7B44,sharp,1
AugT7R8B10,sharp,2
AugT7R8B11,sharp,2
AugT7R8B12,sharp,2
AugT7R8B13,sharp,2
AugT7R8B14,sharp,2
AugT7R8B20,used,2
AugT7R8B21,used,2
AugT7R8B22,used,2
AugT7R8B23,used,2
AugT7R8B24,used,2
AugT7R8B30,used,2
AugT7R8B31,used,2
AugT7R8B32,used,2
AugT7R8B33,used,2
AugT7R8B34,used,2
AugT7R8B40,sharp,2
AugT7R8B41,sharp,2
AugT7R8B42,sharp,2
AugT7R8B43,sharp,2
AugT7R8B44,sharp,2
AugT7R9B10,used,2
AugT7R9B11,used,2
AugT7R9B12,used,2
AugT7R9B13,used,2
AugT7R9B14,used,2
AugT7R9B20,used,2
AugT7R9B21,used,2
AugT7R9B22,used,2
AugT7R9B23,used,2
AugT7R9B24,used,2
AugT7R9B30,used,2
AugT7R9B31,used,2
AugT7R9B32,used,2
AugT7R9B33,used,2
AugT7R9B34,used,2
AugT7R9B40,used,2
AugT7R9B41,used,2
AugT7R9B42,used,2
AugT7R9B43,used,2
AugT7R9B44,used,2
AugT7R10B10,used,2
AugT7R10B11,used,2
AugT7R10B12,used,2
AugT7R10B13,used,2
AugT7R10B14,used,2
AugT7R10B20,used,2
AugT7R10B21,used,2
AugT7R10B22,used,2
AugT7R10B23,used,2
AugT7R10B24,used,2
AugT7R10B30,used,2
AugT7R10B31,used,2
AugT7R10B32,used,2
AugT7R10B33,used,2
AugT7R10B34,used,2
AugT7R10B40,used,2
AugT7R10B41,used,2
AugT7R10B42,used,2
AugT7R10B43,used,2
AugT7R10B44,used,2
AugT7R11B10,used,2
AugT7R11B11,used,2
AugT7R11B12,used,2
AugT7R11B13,used,2
AugT7R11B14,used,2
AugT7R11B20,used,2
AugT7R11B21,used,2
AugT7R11B22,used,2
AugT7R11B23,used,2
AugT7R11B24,used,2
AugT7R11B30,used,2
AugT7R11B31,used,2
AugT7R11B32,used,2
AugT7R11B33,used,2
AugT7R11B34,used,2
AugT7R11B40,used,2
AugT7R11B41,used,2
AugT7R11B42,used,2
AugT7R11B43,used,2
AugT7R11B44,used,2
AugT7R12B10,used,2
AugT7R12B11,used,2
AugT7R12B12,used,2
AugT7R12B13,used,2
AugT7R12B14,used,2
AugT7R12B20,used,2
AugT7R12B21,used,2
AugT7R12B22,used,2
AugT7R12B23,used,2
AugT7R12B24,used,2
AugT7R12B30,dulled,2
AugT7R12B31,dulled,2
AugT7R12B32,dulled,2
AugT7R12B33,dulled,2
AugT7R12B34,dulled,2
AugT7R12B40,used,2
AugT7R12B41,used,2
AugT7R12B42,used,2
AugT7R12B43,used,2
AugT7R12B44,used,2
AugT7R13B10,dulled,3
AugT7R13B11,dulled,3
AugT7R13B12,dulled,3
AugT7R13B13,dulled,3
AugT7R13B14,dulled,3
AugT7R13B20,dulled,3
AugT7R13B21,dulled,3
AugT7R13B22,dulled,3
AugT7R13B23,dulled,3
AugT7R13B24,dulled,3
AugT7R13B30,dulled,3
AugT7R13B31,dulled,3
AugT7R13B32,dulled,3
AugT7R13B33,dulled,3
AugT7R13B34,dulled,3
AugT7R13B40,dulled,3
AugT7R13B41,dulled,3
AugT7R13B42,dulled,3
AugT7R13B43,dulled,3
AugT7R13B44,dulled,3
AugT7R14B10,dulled,3
AugT7R14B11,dulled,3
AugT7R14B12,dulled,3
AugT7R14B13,dulled,3
AugT7R14B14,dulled,3
AugT7R14B20,dulled,3
AugT7R14B21,dulled,3
AugT7R14B22,dulled,3
AugT7R14B23,dulled,3
AugT7R14B24,dulled,3
AugT7R14B30,dulled,3
AugT7R14B31,dulled,3
AugT7R14B32,dulled,3
AugT7R14B33,dulled,3
AugT7R14B34,dulled,3
AugT7R14B40,dulled,3
AugT7R14B41,dulled,3
AugT7R14B42,dulled,3
AugT7R14B43,dulled,3
AugT7R14B44,dulled,3
AugT8R1B10,sharp,1
AugT8R1B11,sharp,1
AugT8R1B12,sharp,1
AugT8R1B13,sharp,1
AugT8R1B14,sharp,1
AugT8R1B20,sharp,1
AugT8R1B21,sharp,1
AugT8R1B22,sharp,1
AugT8R1B23,sharp,1
AugT8R1B24,sharp,1
AugT8R1B30,sharp,1
AugT8R1B31,sharp,1
AugT8R1B32,sharp,1
AugT8R1B33,sharp,1
AugT8R1B34,sharp,1
AugT8R1B40,sharp,1
AugT8R1B41,sharp,1
AugT8R1B42,sharp,1
AugT8R1B43,sharp,1
AugT8R1B44,sharp,1
AugT8R2B10,sharp,1
AugT8R2B11,sharp,1
AugT8R2B12,sharp,1
AugT8R2B13,sharp,1
AugT8R2B14,sharp,1
AugT8R2B20,sharp,1
AugT8R2B21,sharp,1
AugT8R2B22,sharp,1
AugT8R2B23,sharp,1
AugT8R2B24,sharp,1
AugT8R2B30,sharp,1
AugT8R2B31,sharp,1
AugT8R2B32,sharp,1
AugT8R2B33,sharp,1
AugT8R2B34,sharp,1
AugT8R2B40,sharp,1
AugT8R2B41,sharp,1
AugT8R2B42,sharp,1
AugT8R2B43,sharp,1
AugT8R2B44,sharp,1
AugT8R3B10,sharp,1
AugT8R3B11,sharp,1
AugT8R3B12,sharp,1
AugT8R3B13,sharp,1
AugT8R3B14,sharp,1
AugT8R3B20,sharp,1
AugT8R3B21,sharp,1
AugT8R3B22,sharp,1
AugT8R3B23,sharp,1
AugT8R3B24,sharp,1
AugT8R3B30,sharp,1
AugT8R3B31,sharp,1
AugT8R3B32,sharp,1
AugT8R3B33,sharp,1
AugT8R3B34,sharp,1
AugT8R3B40,sharp,1
AugT8R3B41,sharp,1
AugT8R3B42,sharp,1
AugT8R3B43,sharp,1
AugT8R3B44,sharp,1
AugT8R4B10,sharp,1
AugT8R4B11,sharp,1
AugT8R4B12,sharp,1
AugT8R4B13,sharp,1
AugT8R4B14,sharp,1
AugT8R4B20,sharp,1
AugT8R4B21,sharp,1
AugT8R4B22,sharp,1
AugT8R4B23,sharp,1
AugT8R4B24,sharp,1
AugT8R4B30,sharp,1
AugT8R4B31,sharp,1
AugT8R4B32,sharp,1
AugT8R4B33,sharp,1
AugT8R4B34,sharp,1
AugT8R4B40,sharp,1
AugT8R4B41,sharp,1
AugT8R4B42,sharp,1
AugT8R4B43,sharp,1
AugT8R4B44,sharp,1
AugT8R5B10,sharp,1
AugT8R5B11,sharp,1
AugT8R5B12,sharp,1
AugT8R5B13,sharp,1
AugT8R5B14,sharp,1
AugT8R5B20,sharp,1
AugT8R5B21,sharp,1
AugT8R5B22,sharp,1
AugT8R5B23,sharp,1
AugT8R5B24,sharp,1
AugT8R5B30,sharp,1
AugT8R5B31,sharp,1
AugT8R5B32,sharp,1
AugT8R5B33,sharp,1
AugT8R5B34,sharp,1
AugT8R5B40,sharp,1
AugT8R5B41,sharp,1
AugT8R5B42,sharp,1
AugT8R5B43,sharp,1
AugT8R5B44,sharp,1
AugT8R6B10,sharp,1
AugT8R6B11,sharp,1
AugT8R6B12,sharp,1
AugT8R6B13,sharp,1
AugT8R6B14,sharp,1
AugT8R6B20,sharp,1
AugT8R6B21,sharp,1
AugT8R6B22,sharp,1
AugT8R6B23,sharp,1
AugT8R6B24,sharp,1
AugT8R6B30,sharp,1
AugT8R6B31,sharp,1
AugT8R6B32,sharp,1
AugT8R6B33,sharp,1
AugT8R6B34,sharp,1
AugT8R6B40,sharp,1
AugT8R6B41,sharp,1
AugT8R6B42,sharp,1
AugT8R6B43,sharp,1
AugT8R6B44,sharp,1
AugT8R7B10,used,2
AugT8R7B11,used,2
AugT8R7B12,used,2
AugT8R7B13,used,2
AugT8R7B14,used,2
AugT8R7B20,used,2
AugT8R7B21,used,2
AugT8R7B22,used,2
AugT8R7B23,used,2
AugT8R7B24,used,2
AugT8R7B30,dulled,2
AugT8R7B31,dulled,2
AugT8R7B32,dulled,2
AugT8R7B33,dulled,2
AugT8R7B34,dulled,2
AugT8R7B40,dulled,2
AugT8R7B41,dulled,2
AugT8R7B42,dulled,2
AugT8R7B43,dulled,2
AugT8R7B44,dulled,2
AugT8R8B10,used,2
AugT8R8B11,used,2
AugT8R8B12,used,2
AugT8R8B13,used,2
AugT8R8B14,used,2
AugT8R8B20,used,2
AugT8R8B21,used,2
AugT8R8B22,used,2
AugT8R8B23,used,2
AugT8R8B24,used,2
AugT8R8B30,used,2
AugT8R8B31,used,2
AugT8R8B32,used,2
AugT8R8B33,used,2
AugT8R8B34,used,2
AugT8R8B40,used,2
AugT8R8B41,used,2
AugT8R8B42,used,2
AugT8R8B43,used,2
AugT8R8B44,used,2
AugT8R9B10,used,2
AugT8R9B11,used,2
AugT8R9B12,used,2
AugT8R9B13,used,2
AugT8R9B14,used,2
AugT8R9B20,used,2
AugT8R9B21,used,2
AugT8R9B22,used,2
AugT8R9B23,used,2
AugT8R9B24,used,2
AugT8R9B30,used,2
AugT8R9B31,used,2
AugT8R9B32,used,2
AugT8R9B33,used,2
AugT8R9B34,used,2
AugT8R9B40,used,2
AugT8R9B41,used,2
AugT8R9B42,used,2
AugT8R9B43,used,2
AugT8R9B44,used,2
AugT8R10B10,used,2
AugT8R10B11,used,2
AugT8R10B12,used,2
AugT8R10B13,used,2
AugT8R10B14,used,2
AugT8R10B20,used,2
AugT8R10B21,used,2
AugT8R10B22,used,2
AugT8R10B23,used,2
AugT8R10B24,used,2
AugT8R10B30,dulled,2
AugT8R10B31,dulled,2
AugT8R10B32,dulled,2
AugT8R10B33,dulled,2
AugT8R10B34,dulled,2
AugT8R10B40,used,2
AugT8R10B41,used,2
AugT8R10B42,used,2
AugT8R10B43,used,2
AugT8R10B44,used,2
AugT8R11B10,used,2
AugT8R11B11,used,2
AugT8R11B12,used,2
AugT8R11B13,used,2
AugT8R11B14,used,2
AugT8R11B20,used,2
AugT8R11B21,used,2
AugT8R11B22,used,2
AugT8R11B23,used,2
AugT8R11B24,used,2
AugT8R11B30,dulled,2
AugT8R11B31,dulled,2
AugT8R11B32,dulled,2
AugT8R11B33,dulled,2
AugT8R11B34,dulled,2
AugT8R11B40,used,2
AugT8R11B41,used,2
AugT8R11B42,used,2
AugT8R11B43,used,2
AugT8R11B44,used,2
AugT8R12B10,used,3
AugT8R12B11,used,3
AugT8R12B12,used,3
AugT8R12B13,used,3
AugT8R12B14,used,3
AugT8R12B20,dulled,3
AugT8R12B21,dulled,3
AugT8R12B22,dulled,3
AugT8R12B23,dulled,3
AugT8R12B24,dulled,3
AugT8R12B30,dulled,3
AugT8R12B31,dulled,3
AugT8R12B32,dulled,3
AugT8R12B33,dulled,3
AugT8R12B34,dulled,3
AugT8R12B40,dulled,3
AugT8R12B41,dulled,3
AugT8R12B42,dulled,3
AugT8R12B43,dulled,3
AugT8R12B44,dulled,3
AugT8R13B10,used,3
AugT8R13B11,used,3
AugT8R13B12,used,3
AugT8R13B13,used,3
AugT8R13B14,used,3
AugT8R13B20,dulled,3
AugT8R13B21,dulled,3
AugT8R13B22,dulled,3
AugT8R13B23,dulled,3
AugT8R13B24,dulled,3
AugT8R13B30,dulled,3
AugT8R13B31,dulled,3
AugT8R13B32,dulled,3
AugT8R13B33,dulled,3
AugT8R13B34,dulled,3
AugT8R13B40,dulled,3
AugT8R13B41,dulled,3
AugT8R13B42,dulled,3
AugT8R13B43,dulled,3
AugT8R13B44,dulled,3
